"DATE","Botswana","Lesotho","Namibia","SouthAfrica","Swaziland"
1950,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1951,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1952,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1953,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1954,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1955,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1956,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1957,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1958,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1959,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1960,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1961,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1962,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1963,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1964,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1965,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1966,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1967,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1968,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1969,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1970,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1971,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1972,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1973,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1974,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1975,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1976,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1977,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1978,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1979,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1980,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1981,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1982,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1983,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1984,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1985,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1986,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1987,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1988,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1989,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1990,0.994530275669672,0.981255476362189,0.942209717613073,0.936415093517062,0.994445243460665
1991,0.994286423046922,0.982079632246504,0.947078292247133,0.942002481611433,0.994047951168588
1992,0.994031764165865,0.98286818444442,0.951557798592612,0.947126612387936,0.993622425614159
1993,0.993765826093213,0.98362261652516,0.95567588668101,0.95182117627642,0.993166687393081
1994,0.993488115738944,0.984344354945559,0.959458809881757,0.956118227636821,0.992678622314969
1995,0.993198119046594,0.98503477083693,0.96293139558887,0.960048113280323,0.992155972816114
1996,0.992895300155584,0.985695181773827,0.966117038627986,0.963639437491157,0.991596328913767
1997,0.99257910053505,0.986326853520764,0.969037713223125,0.96691905704711,0.990997118691306
1998,0.992248938088687,0.986931001753457,0.971713999835838,0.969912100432639,0.990355598305885
1999,0.99190420623016,0.987508793751649,0.974165123652269,0.972642006142115,0.989668841513007
2000,0.991544272928675,0.988061350060995,0.976409001933493,0.975130575653849,0.988933728705827
2001,0.991168479724397,0.988589746121855,0.978462297853159,0.977398037299298,0.988146935471167
2002,0.990776140713408,0.989095013863225,0.980340478819098,0.979463117844223,0.987304920669148
2003,0.990366541502053,0.989578143260346,0.982057877610256,0.981343119133164,0.9864039140492
2004,0.989938938130536,0.990040083854822,0.983627754956692,0.983053997623441,0.985439903422155
2005,0.989492555965775,0.990481746236336,0.985062362449843,0.984610445050403,0.984408621416146
2006,0.989026588563616,0.990904003485312,0.98637300489484,0.986025968824902,0.983305531853474
2007,0.988540196500636,0.991307692576056,0.987570101409055,0.98731297107082,0.98212581579639
2008,0.988032506175889,0.99169361574011,0.98866324473433,0.988482825469717,0.980864357322221
2009,0.98750260858313,0.992062541789745,0.98966125836749,0.989545951296396,0.97951572910246
2010,0.986949558054196,0.992415207401625,0.99057225122793,0.990511884208414,0.9780741778766
2011,0.986372370974422,0.992752318360847,0.991403669675065,0.99138934349914,0.976533609929765
2012,0.986372370974422,0.992752318360847,0.991403669675065,0.99138934349914,0.976533609929765
2013,0.986372370974422,0.992752318360847,0.991403669675065,0.99138934349914,0.976533609929765
