"DATE","Botswana","Lesotho","Namibia","SouthAfrica","Swaziland"
2013,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2014,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2015,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2016,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2017,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2018,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2019,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2020,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2021,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2022,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2023,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2024,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2025,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2026,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2027,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2028,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2029,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2030,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2031,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2032,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2033,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2034,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2035,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2036,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2037,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2038,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2039,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2040,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2041,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
2042,0.0446714158476946,0.0140166679895721,0.0327813981658152,0.070397545843681,0.0442363117591915
